TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
sg.edu.nus.comp.cs4218.impl.app.PasteApplication,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,41,0.3,1,20,84,58916,1584858686733,0.6666666666666666,100000000000000011111111111111000000111111111001000000011111111111111111111111111111001111111111101,0.6666666666666666,111111111111111101111111101011001011111110111010011111101100000000000000011111110,1.0,111111,1,1,1,1,0.5238095238095238,111011111111011101111111011111101111111111110111110111111111111011111110111111111110011111111101111110011110100001110000000000000000000000000000000000000000000000000000000000000000000000000000001111111111110001,0.2222222222222222,000000110,1.0,11111,0.6,10011,0.6049382716049383,111111111111110111111111110000011111111100000000011111110100000000000000011111110
