TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
sg.edu.nus.comp.cs4218.impl.util.RegexArgument,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,36,0.3,1,22,50,48173,1584858815646,0.7910447761194029,1111111111111111111111111111111111111111111111111111100000000000000,0.6346153846153846,1111111111111111111111011111111100000000000000000011,1.0,11111,0,0,5,2,0.6779661016949152,1111111110111111111111111111111111111111111111111111111111111111101111111111100000000000000000000000000000000000111011,0.5625,1100001001111110,1.0,111111111111,1.0,111111111111,0.6346153846153846,1111111111111111111111101111111100000000000000000011
